,index,rating,comment
247872,247872,1.0,"Herr Theissen ist ein sehr kompetenter Zahnarzt, der auf jeden Behandlungstermin perfekt vorbereitet und mit seinem Team sehr gut abgestimmt ist. Er erklärt ausführlich die einzelnen Behandlungsschritte und auch die Nachsorge, was sehr gut und besonders hervorzuheben ist. Es gibt in der Praxis dank einer tollen Organisation kaum Wartezeiten und man wird rechtzeitig vor jedem Termin durch ein freundliches Erinnerungsmanagement an die Behandlung erinnert. Ich kann ihn uneingeschränkt empfehlen!"
312982,312982,1.0,"Kam durch Zufall zu Dr.Mark u bin sehr begeistert!Er ist sehr kompetent,nimmt sich viel Zeit u untersucht sehr gewissenhaft!Ausserdem ist er sehr freundlich u witzig!"
119853,119853,1.0,"Herr Gerntke hat eine sehr schöne Praxis dierekt in Eppendorf. Das Wartezimmer ist groß genug, das auch mehr als 10 Leute drinnen warten können. Die Sprechstundenhilfe ist sehr nett und sofort hilfsbereit, wenn es um Fragen geht.<br />
Nach nur sehr kurzem Wartem(bei jedem meiner Termine) kam ich sofort drann und wurde sehr gut aufgeklärt. Die Zeit reichte sogar noch für einen kleinen Privat Plausch. Sehr angenehm!. Nach ausführlicher Beratung , verließ ich die Praxis mit gutem Gefühl. Ein Top Arzt."
45967,45967,1.0,"Ich hin sehr zufrieden und nehme sogar eine lange Anreise in Kauf, um hier zu sein."
75914,75914,1.0,"Bei Frau dr. Zeinecker ist man in den allerbesten Händen. Immer freundlich, sehr vorsichtig und dennoch sehr gut in dem, was sie tut. Auch wenn es in der Praxis rund geht, ist Frau Zeinecker nicht aus der Ruhe zu bringen. Ich bin sehr froh und dankbar bei ihr gelandet zu sein!"
408577,408577,1.0,"Ich fühle mich sehr gut aufgehoben. Herr Reunkoff nimmt sich Zeit um auch komplizierte Dinge verständlich zu erklären. Er möchte auch dass alles vom Parienten verstanden wird. Die Grundhaltung ist positiv und emphatisch, nicht abkanzelnd oder arrogant. <br />
Sehr zu empfehlen."
436970,436970,1.0,"Ein sehr freundlicher, kompetenter und bemühter Arzt, der sich Zeit nimmt, um eine gezielte Diagnose zu erstellen. Top. Kann ich nur weiterempfehlen. <br />
Das Praxisteam ist freundlich, persönlich genauso wie am Telefon."
279507,279507,1.0,"Die Behandlung war super. man wurde im Voraus über alles aufgeklärt und ausführlich beraten. Überflüssige Maßnahmen wurden kommuniziert und nicht getätigt. Die Ansprache war toll und ich hab mich wohl und in kompetenten Händen gefühlt. Lediglich die Wartezeit war etwas länger, was es mir im Nachhinein Wert war. Zudem habe ich schnell und unkompliziert einen Termin bekommen, was man normalerweise auch nicht so einfach erhält."
352000,352000,1.0,"Frau Dr Braitacher ist eine sehr kompetente Ärztin, die nicht den Ansatz verfolgt ertmal Medikamente zu verschreiben. Ich bin seit Jahren Patientin und hatte noch nie etwas zu beanstanden.<br />
Die Praxis ist zweckmäßig eingerichtet. Man bekommt meist am selben Tag einen Termin und muß damit nicht lange warten"
220153,220153,1.0,"Sowohl die Linsen OP und auch die Lasik sind perfekt verlaufen. Nach 45 Jahren Brille tragen mit +6,5 dpi hat mir das Team von "" Sehkraft "" ein neues Leben gegeben!"
177698,177698,1.0,Es hat alles schnell und reibungslos geklappt.
430489,430489,5.0,"Absolut nicht empfehlenswert! Alles läuft in dieser Praxis schnell und chaotisch, die Ärztin wirkt immer gestresst und unter Zeitdruck, verhält sich überheblich und belehrend, geschweige denn die überaus lange Wartezeit, die man jedes mal in Kauf nehmen muss. Untersuchungsberichte, Diagnosen und Therapieanweisungen werden unklar oder gar nicht erklärt. Ich bin sehr enttäuscht und gehe in ihre Praxis nie wieder."
415748,415748,1.0,"Herr Höfer ist ein absolut kompetenter und sehr freundlicher Arzt. Ich hatte eine Rückfrage zu einer Untersuchung, die 2 Jahre zurück lag. Mir wurde innerhalb kürzester Zeit geholfen!"
213702,213702,1.0,"Bin seit einigen Jahren bei Frau Dr. Schulz in Behandlung und fühle mich dort sehr gut aufgehoben. Die Schwestern sind alle sehr freundlich und helfen gerne weiter. Da Fr. Dr. Schulz sehr gefragt ist, kommt es leider auch mit Termin häufig zu sehr langen Wartezeiten. Diese macht Sie aber durch ihren freundlichen und kompetenten Eindruck wett."
244336,244336,1.0,"Frau Dr. Salbach ist freundlich, kompetent und vertrauenswürdig. Ich bin eher Angstpatientin, also hat sie sich die Zeit genommen um sicherzustellen, dass es mir gut geht, die Betäubung sicher angeschlagen hat und ich bereit bin. Ich kann die Praxis nur wärmstens empfehlen."
322774,322774,1.0,alle sehr freundlich und nett. Die Ärztin nimmt sich Zeit ich konnte alle fragen stellen und sie hat sie mit alle beantwortet immer wieder.
267327,267327,1.0,Frau Dr. Kreyer ist in ihrer Arbeit sehr kompetent  nimmt sich genügend Zeit und ist auch super freundlich.
214218,214218,1.0,Hier ist ein echter Profi am Werk ....Punkt !!!  Bin schon seite vielen Jahren Patient und hatte unterschiedliche Behandlungen..alles perfekt.
392702,392702,1.0,"Dr. Brix ist für mich der Arzt meines Vertrauans gerade in Sachen Urologie. Denn ich hatte am 15.12.2016 eine Prostata OP, und bin echt überrascht :a wie super die OP verlaufen ist,hatte danach fast keine Schmerzen,dann nur geringe bin nach 5 Tagen nach hause gekommen. Dieser Artz und auch das OP Team und sämtliche Stations Schwestern und Pfleger nehmen einem komplett die Angst."
98917,98917,1.0,"Auf Empfehlung einer Freundin habe ich einen Termin beim Zahnärzteteam Eschborn vereinbart. Die Praxis war schnell zu finden und ist mit der Bahn sehr gut zu erreichen. Meine Behandlung hatte ich dann bei Herrn Dr.Korff (es mussten zwei Füllungen gemacht werden). Da es meine ersten Füllungen waren, hatte ich ein wenig Angst. Meine Angst war jedoch unbegründet. Herr Dr.Korff hat mich sowohl vor der Behandlung, als auch während der Behandlung sehr gut aufgeklärt. Abschließend kann ich sagen, dass ich mich bei Herrn Dr.Korff in der Behandlung sehr verstanden und wohl gefühlt habe."
237627,237627,1.0,"Ich bin sehr froh über die behutsame, einfühlsame Untersuchung und von der kompetenten Beratung durch Frau Sokolinsky sowie von ihrer ruhigen Art und der entspannten Atmosphäre in der Praxis restlos begeistert. Während der Untersuchungen ließ Frau Sokolinsky mich an allem teilhaben, erklärte gut verständlich Zusammenhänge und empfahl mir ausgezeichnete naturheilkundliche Präparate zur Unterstützung des Heilungsprozesses. Diese von ihr empfohlenen Präparate haben mir tatsächlich auf überraschend schnelle Weise geholfen. Ich bin sehr zufrieden und fühle mich individuell und ohne Zeitdruck sehr gut beraten und begleitet."
249246,249246,1.0,"Nach 19 Jahren Sterilisation hat Dr. Denil bei mir am 16.02. eine erfolgreiche Refertilisierung durchgeführt. Wir haben uns von Anfang an bei ihm sehr wohl gefühlt. Er hat sich bei der Aufklärung sehr viel Zeit genommen und auch bei der Nachsorge umfassend beraten. <br />
Wir bedanken uns ganz herzlich bei Dr. Denil und seinem gesamten Team für die hervorragende Betreuung."
302922,302922,1.0,"Sehr gute Beratung. Zeit für Gespräch, auch wenn die Praxis voll ist!<br />
Sehr zufrieden, schon seit Jahren!!"
329962,329962,1.0,"Ich fühle mich über die letzten Behandlungen sehr wohl in dieser Praxis. Als absoluter Angsthase wurde mir diese Angst sehr einfühlsam genommen, ich bin gut aufgehoben."
367829,367829,1.0,"War mehrfach bei Dr Hunger in Behandlung - richtige Diagnose und<br />
Therapie - sehr zu empfehlen"
171944,171944,1.0,"mit allen Vorteilen, die man sich von einer positiven Kontrolluntersuchung verspricht und nicht enttäuscht wird."
176173,176173,1.0,"Als ich 2 Tage vor meiner Hochzeit von einem anderen HNO auf sehr wenig einfühlende Art eine beängstigende Diagnose erhielt, war ich einfach nur ängstlich. Zum Glück konnte ich sehr spontan noch einen Termin am nächsten Morgen bei Dr Renner bekommen: Dr Renner hat sich viel Zeit genommen, mich untersucht und mir sehr anschaulich die Diagnose erklärt - und Entwarnung gegeben! Ich konnte mich auf meine Hochzeit endlich freuen! <br />
Vielen Dank für Ruhe, Kompetenz, Gründlichkeit und Einfühlvermögen!"
295189,295189,1.0,"sehr freundliche Angestellte, geringe Wartezeit, Ärztin nimmt sich Zeit, Praxis sehr sauber,<br />
ich fühlte mich rundum sehr gut aufgehoben. Die Praxis würde ich meiner besten Freundin weiter empfehlen."
179129,179129,1.0,"Ich kann Ihn nur wärmstens empfehlen. Er ist kein Wunderheiler, er kann nicht alles, aber er weiss was er kann und kennt seine Grenzen. Viel Erfahrung auch aus anderen Ländern und Kulturen."
229866,229866,1.0,"Seit unserem Wohnortwechsel nach Berlin ist Herr Strobach der Zahnarzt, bei dem wir einen mehr als positiven Eindruck gewonnen haben: Er ist sehr freundlich und nimmt sich alle nötige Zeit für seine Patienten. Die professionelle Zahnreinigung war einfach unglaublich! Noch nie hatte ich eine so gründliche und trotzdem angenehme Zahnreinigung bissen den letzten Winkel,  bei einer sehr engagierten, freundlichen  Prophylaxe-Assistentin.<br />
Sehr angenehm empfanden wir auch die relativ kurze Wartezeit.<br />
Für die Annehmlichkeiten nehmen wir auch gerne den weiten Anfahrtsweg in Kauf!"
297640,297640,1.0,"Ich war als Erstpatient bei Dr. Holleck-Weithmann, und war völlig überrascht, wie schnell ich drankam, und wieviel Zeit er sich für mich nahm. Ich wurde umfassend aufgeklärt, und mir wurden mehrere neue Behandlungsmethoden, von denen mein bisheriger HNO nie etwas erwähnt hatte, vorgestellt. Ich wünschte mir, diese Art Umgang mit Patienten würde Standard werden."
259514,259514,1.0,"Ich bin seit Jahren Patient bei Jens Wagner.<br />
Er ist immer freundlich und fachlich kompetent! Ddieses bestätigte mir mein Schwiegersohn ( Zahnarzt in NRW ) Ich habe lange nach einem guten Zahnarzt gesucht und bin froh , dass ich bei Herrn Wagner gelandet bin!!!"
108372,108372,1.0,"Sehr gute Beratung und Betreuung. Schnelle Hilfe, wenn man ein Problem hat. Moderne Praxis"
343561,343561,1.0,"Dr. Dr.  Heigis ist für mich die Nummer eins in Muc für meine Zähne.<br />
Da ich selber Ärztin und eine sehr kritische Patientin bin, weiss ich seine Kompetenz, das erlernte handwerkliche Geschick und die top Arbeiten aus dem Zahnlabor wirklich zu schätzen.<br />
Meine Gesundheit beginnt bei meinen Zähnen!<br />
<br />
Es wird eine sinnvolle Zahnmedizin in top Qualität gemacht, welche natürlich ihren Preis hat (wie alles was qualitativ hochwertig und von Dauer ist). <br />
Dafür erhält man perfekte Arbeit und eine Beratung, die medizinisch sinnvoll ist und nicht wie in vielen anderen Münchner Praxen umsatzorientiert."
168163,168163,1.0,"Herr Dr. Reichel hat sich für meine Beschwerden Zeit genommen und eine gründliche Diagnose erstellt (Ultraschall, Allergietest). Meine Wartezeit war sehr gering. Er wirkt insgesamt sehr fortschrittlich, setzt sich mit neuen Technologien auseinander - was grundsätzlich schonmal positiv ist."
383751,383751,1.0,Ich bin von Herrn Dr Taghavi in Mettmann operiert worden und bin total zufrieden gewesen mit der Behandlung. Die Schwestern im Krankenhaus waren sehr nett und Herr Dr. Taghavi ist sehr einfühlsam und kompetent.
86628,86628,1.0,"Bin sehr zufrieden, fühle mich sehr gut betreut."
231328,231328,1.0,Sehr kompetente Behandlung. Ängste werden Ernst genommen und Herr Lerch geht auf alle Wünsche ein. Sehr freundlich Praxisteam! Bei Problemen bei der Abrechnung mit der Zusatzversicherung wurde ich bestens unterstützt.
113249,113249,1.0,"Nach langem unerfülltem Wunsch endlich Erfolg. Wir waren in Westfalen lange in anderer Klinik in Therapie. Nach der zweiten ICSI Behandlung hat es bei uns dann ganz schnell in Hamburg geklappt. Wir haben uns zu jeder Zeit in guten und wirklich sehr kompetenten Händen gefühlt. All unsere Fragen wurden stets beantwortet. und unser Wunsch führte nach kurzer Zeit auch zum Erfolg. DANKE,DANKE,DANKE. Wir können den Arzt nur weiterempfehlen. Durch einen weiteren Anreiseweg war bei seiner Planung alles gut machbar. Auch für die Untersuchungen nahm sich der Doktor Göhmann genügend Zeit, trotz der vielen Pat. Das haben wir in der anderen Praxis anders erlebt. Die gute Organisation merkt man. Ein Lob auch an das nette und hilfsbereite Praxis-Team. Danke!"
107854,107854,1.0,"Ich bin schon seit einigen Jahren in Behandlung bei Frau dr. Angela Glomme und ich muss sagen dass sie bisher die beste HnO Ärztin Ist. <br />
Ich beklagte mich vor einigen Jahren über plötzlich Vergrößerte Lymphknoten auf der linken Hals-Seite. Nach einer Atemnot Attacke, kam ich zu Frau dr Glomme und sie fand damals tatsächlich einen kleinen Stein der sich über Jahre versteckt hatte im Hals Bereich.  Ihr Wissen und ihre Freundlichkeit sind überragend."
289511,289511,1.0,Frau Dr. Ollmann sich viel Zeit genommen und die Untersuchungen durchgeführt.  Anschließend haben wir den Behandlungsplan aufgestellt und besprochen. Sie sämtliche Schritte der Heilung allumfassend erläutert. Ich kann Frau Dr.  Ollmann mit gutem Gewissen weiterempfehlen.
21697,21697,1.0,"Ich bin froh, dass ich gleich zu Beginn diesen Arzt mit seinem tollen Team an meiner Seite hatte. Seit der Diagnose vor vier Jahren habe ich sehr gute Zucker Werte und der Arzt kümmert sich nicht nur um die Behandlung des Diabethes sonder auch die möglichen Nebenerscheinungen, die überwacht werden müssen. Danke!"
274402,274402,1.0,"Eine sehr freundliche und liebevolle Ärztin,die Praxis an sich ist sehr schön und sauber ich als Patienten wurde sehr gut aufgenommen.Und über alles geklärt verstehe leider nicht die negative Kommentare die viel schreiben kann ich leider einfach nicht verstehen .würde immer wieder kommen."
75331,75331,1.0,"Die freundliche Ausstrahlung beginnt schon  bei der Aufnahme, sehr netter Empfang, <br />
setzt sich fort während der Behandlung durch geschultes Personal.<br />
Man fühlt sich während der Behandlung durch Herrn Drs. Postma in guten Händen."
291273,291273,1.0,"Bin seit einigen Jahren schon bei Dr.Teseo in Behandlung und fühle mich da auch sehr wohl! Er ist sehr engagiert und versucht zu helfen wo er kann selbst dann, wenn das nicht sein Gebiet ist.Er nimmt sich immer viel Zeit , Beantwortet meine Fragen und sucht nach einer Lösung.Mit Abstand der freundlichste und Engagierteste Arzt den ich habe ...und ich habe so einige ...!!auch die Schwestern am Empfang sind klasse und super freundlich!bin rund um sehr zufrieden!Danke!"
115399,115399,1.0,"Zuverlässig, schnell und fachlich sehr gut. war immer Angstpatient, doch hier nicht mehr, kaum Wartezeit, gute Erklärung und kompetente Behandlung. Immer wieder TOP."
189908,189908,1.0,"Von Zahnreinigung, über Bohren und Füllungen bis hin zur Entfernung aller 4 Weisheitszähne in einer Sitzung - wirklich kompetent, top ausgestattete Praxis und stets freundlicher Umgang!<br />
Vielen Dank für alles!"
104911,104911,1.0,Äußerst kompentente Behandlung auch während jahrelanger Nachbetreuung
176410,176410,1.0,"Ich bin nun länger als 10 Jahre bei Herrn Dr. Steffens in Behandlung,er ist ein sehr guter Diagnostiker. Ich würde zu keinen anderen Internisten gehen."
306694,306694,1.0,Seit vielen Jahren werde ich von diesem Arzt hausärztlich betreut und behandelt. Auch alternative Methoden gehören zu seiner Therapie ohne sie gegen die Schulmedizin auszuspielen. Ich fühlte mich immer gut beraten und betreut. Daher kann ich ihn wirklich weiter empfehlen.
21876,21876,1.0,"Dr. Thomé ist eine sehr kompetente und freundliche Ärztin. Egal ob Kontrolle, Zahnreinigung oder Behandlung, bei ihr ist man in guten Händen."
208832,208832,1.0,"Frau Strunck-Kortenbusch hat sich sowohl vorort als auch telefonisch sehr viel Zeit für die Beratung genommen. Sie besitzt eine ruhige und angenehme Ausstrahlung, die auch bei den zu behandelnden Kindern zu einer positiven und konzentrierten Haltung beitrug.<br />
Sie wirkt in ihrem Fachbereich kompetent, informiert und ist an einer sicheren Diagnostik interessiert."
130216,130216,1.0,"Frau Ercan-Kuchmetzki ist eine sehr kompetente und vertrauensvolle Ärztin, die einen über alles aufklärt und auch viele alternativen zu gewissen Behandlungen bietet. Ich bin super zufrieden und fühle mich sehr gut aufgehoben, kann es allen nur weiterempfehlen!"
368327,368327,1.0,"Die Beratung/Behandlung/gesamte Betreuung kann nur mit Note 1 bewertet werden. <br />
Das gesamte Team mit eingeschlossen. Eine Praxis wie man sie sich wünscht. <br />
Wir können die Praxis nur empfehlen."
244058,244058,1.0,"Dr. Hertwig nimmt sich stets sehr viel Zeit für einen, um sämtliche Fragen zu beantworten. Seine Art der Behandlung ist sehr angenehm und vertrauensvoll."
80747,80747,1.0,"Sehr sypathischerArzt und ein tolles Team.<br />
Ich bin sehr zufrieden!"
100734,100734,1.0,"Sehr angenehme Atmosphäre, sehr freundliches Personal, man nimmt sich wirklich Zeit für den Patienten (auch für allgemeine Sorgen)! Kann ich nur empfehlen. Ich bin dort seit 2008 zur Vorsorge und noch nie enttäuscht worden."
262090,262090,1.0,"Es war ein Glück diesen Arzt gefunden zu haben.<br />
Kann ich nur jedem empfehlen  einfach TOP !!!!!"
72814,72814,1.0,"Ich bin seit mehr als 10 Jahren bei Dr. Günther, er ist ein kompetenter Arzt und sehr freundlicher Mensch. Vor ein paar Jahren ist meine Ehefrau auch zu Dr. Günther gewechselt. 2013 und 2014 waren wir beide in Behandlung wegen Implantate. Obwohl wir Bedenken und Angst wegen Knochenaufbau hatten,  nach mehreren Gesprächen mit Dr. Günther haben wir uns dafür entschieden, was wir im nachhinein nicht bereuen. Bei und beiden wurde der Knochenaufbau in der Praxis von Kieferchirurg Dr. Körholz durchgeführt, danach hat Dr. Günther uns beiden insgesamt 8 Implantate reingesetzt. Die Behandlung hat insgesamt fast 1 Jahr gedauert (Heilungsprozess eingerechnet). Mit dem Ergebnis sind wir sehr zufrieden und würden Dr. Günther und sein Team jedem weiterempfehlen. Ein weiterer positiver Punkt: er versucht seine Arbeit gleich zu erledigen soweit es geht. Einige Zahnärzte geben dir gleich 5 Termine dafür."
118342,118342,1.0,"Vom ersten Termin, der OP und der anschließenden Nachsorge war ich sehr zufrieden, als ein Jahr später die andere Schulter Probleme macht ging es ohne zu zögern wieder zum selben Arzt."
428069,428069,1.0,Ich kann es seid 15 Jahren  gut beurteilen  .An Frau Doktor  ein ganz grosses Kompliment  sie hat in jeglicher Hinsicht mich immer gut beraten sowie ihrw Behandlung  sehr genaue Krankenbeobachtung.Es sollte viel mehr  solche Ärtze geben aber gut .Da wartet mann gerne mal im Wartezimmer etwas länger.Allso weiter so.Natürlich auch Danke  an den Schwestern
123590,123590,1.0,"Super Arzt. Nimmt sich auch für detaillierte Fragen viel Zeit und berücksichtigt persönliche Wünsche.<br />
<br />
Für SPORTLER zu empfehlen. Geht auf individuelle Fragen zum Training ein und man fühlt sich ernst genommen. <br />
<br />
Wartezeit in der Praxis unschlagbar."
162159,162159,1.0,"Ich bin seit 4 Jahren mit meinen beiden Jungs (7+9) bei Dr. Schulz in Behandlung. Auch Kinder vieler meine Freunde sind bei ihm Patienten. Ich muss sagen, dass er ein sehr kompetenter Arzt mit viel Erfahrung ist. Das merkt man sofort. Ich fühle mich sehr gut aufgehoben und weiß genau, dass ich ihm vertrauen kann. Die langen Wartezeiten nerven manchmal, aber die nehme ich gerne in Kauf, wenn es um die Gesundheit meiner Kinder geht. Für mich kommt nach 2 Enttäuschungen kein anderer Arzt mehr in Frage! Ich kann einige Bewertungen hier nicht nachvollziehen, denn Zeit nimmt er sich immer. Er hat schon 2 x für mich selber bei Fachärzten angerufen, um Termine zu vereinbaren, wenn es mal schneller gehen musste. Genauso die Arzthelferinnen. Sehr freundlich und haben immer ein offenes Ohr für Fragen."
254226,254226,1.0,"Ich bin bei Frau Dr. Kalinina seit mehr als zehn Jahre, habe beide Kinder bei Ihr gekriegt. Wir haben in dieser Zeit viel miteinander erlebt, und in vielen schweren Situationen, wenn die andere Ärzte mir nicht helfen konnten, hat sie mir geholfen. Z.B. ich hatte eine chronische Blasenentzündung, und sie war die einzige die mir die Methode angeboten, die mich endlich geheilt hat.  Sonst wurde von anderen Ärzte nur Antibiotika angeboten, es half nur für kurze Zeit, und dann kam alles zurück."
134318,134318,1.0,"Wir waren zuvor unzufrieden in einem anderen Kinderwunschzentrum und freuten uns sehr über den neuen Standort in Zehlendorf. Schönes Ambiente, tolle moderne Praxiseinrichtung und vor allem sehr liebes Praxisteam und kompetente einfühlsame Ärzte. Dr. Jantke begleitet einen professionell und fürsorglich durch den Kinderwunsch. Terminvergabe erfolgte immer schnell und problemlos. Keine Wartezeiten. Also nicht verzagen- Dr. Jantke fragen."
357609,357609,1.0,"Ich kann nur jedem, der seine Symptome wirklich verstehen und heil werden möchte, empfehlen, ihren Rat und ihr Wissen anzunehmen. Und sich von ihrer Kraft und ihrem Einfühlungsvermögen begleitet zu wissen. Ich bezahle alle Behandlungen und Untersuchungen selbst, aber jeder Cent lohnt sich."
437849,437849,1.0,"Vom netten Empfang bis zum netten Arzt, alles war sehr angenehm. Keine Wartezeiten. Man hat nur kurz gesessen und dann ging es direkt zur Untersuchung/Besprechung. Sehr verständlich und auf alle Fragen eingegangen. Diese Praxis kann ich nur weiterempfehlen."
232858,232858,1.0,"Doktor Piest ist der beste Zahnarzt, den ich kennen gelernt habe. Er hat mich bei jeder Behandlung gut verpflegt und ich hatte nicht einmal Schmerzen nach einem Termin. Zudem habe ich mich sicher und gut aufgehoben gefühlt, was bei Zahnärzten nicht häufig vorkommt. Seine Mischung aus Kompetenz und Freundlichkeit ist in perfektem Gleichgewicht für einen respektvollen, sympathischen Eindruck. <br />
<br />
Ich kann ihn nur weiter empfehlen."
425168,425168,1.0,"Ich bin nun schon mehrfach von Dr. Anton behandelt und auch operiert worden. Sei es an Knie oder Schulter. Herr Dr. Anton verspricht einem keine Wunderdinge. Bei der Diagnose sagt er klar und deutlich, wie es ist und erklärt auch die Vor- und Nachteile einer OP. Nach OPs beschönigt er auch nichts. Er sagt gerade heraus, was Sache ist und vermittelt keine falschen Hoffnungen. Auch gibt er Auskunft darüber, ob Therapien wirklich Sinn machen oder nicht. Ich bin sehr zufrieden."
250190,250190,1.0,"Fachlich kompetent und freundlich, locker ohne Zeitdruck. Ich fühle mich sehr gut behandelt!"
276946,276946,1.0,"Sehr freundlicher, kompetenter und menschlicher Arzt. Habe mich bestens aufgehoben gefühlt,"
306919,306919,1.0,Ich habe einen Arzt für eine ambulante Operation gesucht und bin mit der Beratung und Durchführung des operativen Eingriffes sehr zufrieden. Sehr kompetenter Arzt und eine freundliche Atmosphäre in der Praxis und Tagesklinik.
215248,215248,1.0,"Sehr freundliche, kompetente Ärztin, die viel Menschlichkeit zeigt und Lockerheit in die Sache bringt- was leider bei einigen Ärzten mit der Zeit verloren geht. Man fühlt sich zu jeder Zeit wohl und gut aufgehoben, bekommt alles genau erklärt und fühlt sich nicht wie eine Nummer. Auch hat man nicht das Gefühl, dass einem aus Profitdenken gewinnbringende Behandlungen geraten werden, welche überhaupt nicht nötig sind. Beste Ärztin, bei der ich in den letzten Jahren war."
277232,277232,1.0,"Was hatte ich nicht schon alles... <br />
<br />
Eine Ärztin, der es nur um Geld ging (damals privat versichert). <br />
<br />
Eine Ärztin, die mich dazu anhielt, während der Untersuchung untenrum das Gerät halten zu müssen.<br />
<br />
Ein Arzt, der dazu riet, mit Übergewicht keine Kinder zu bekommen: ""So nicht."" (Über das Thema an sich darf jetzt jeder, der hier liest, seine Meinung haben.) <br />
<br />
Mein heutiger Erstbesuch bei Frau Dr. Mikolai war sehr vielversprechend. Erst mal eine wunderschöne 1,0. (Bitte mehr Zeichen erlauben!)"
430818,430818,1.0,"Herr Dr. Petsch ist (soweit ich das für mich beurteilen kann) ein Kenner seines Faches. Absolut souverän, emphatisch und jederzeit mit einem angenehmen Entertainment-Faktor gestaltete sich der Eingriff deutlich entspannter, als ich es mir vorher vorgestellt hatte. Alle Massnahmen waren vollständig schmerzfrei! Herzlichen Dank dafür!"
305525,305525,1.0,"Frau Dr. Nürnberger hat mit in Windeseile vier Implantate im Oberkiefer und zwei im Unterkiefer gesetzt. Ohne viel Aufhebens berät sie kompetent und man hat das Gefühl, dass sie wirklich über eine Menge Erfahrung verfügt. Das Ergebnis ist - jedenfalls bisher - auch ohne Fehl und Tadel. Ich war einfach rund herum zufrieden."
415244,415244,1.0,"Höflich, kompetent, seriös.<br />
Trotz erwartet hoher Praxisfrequenz würde sich intensiv Zeit genommen. Aufklärung, Behandlung zur vollsten Zufriedenheit"
34978,34978,1.0,"Dr. Torsten Krug und sein Team betreuen mich seit rd. 10 Jahre hervorragend.Alle sind kompetent und freundlich. Auch die Weiterempfehlungen zu anderen Ärzten waren immer optimal.<br />
Ich kann dieses Praxis ohne Einschränkung weiterempfehlen. Ich bin Patient der 1. Stunde."
347970,347970,1.0,"Wegen Schmerzen im Gelenkbereich meines Fußes benötigte ich einen schnellen Termin vor dem anstehenden Urlaub. Ein kurzfristiger Termin war zu meiner Freude möglich.<br />
Da ich Dr. Werner von vorherigen, länger zurück liegenden Terminen schon kannte, fühlte ich mich ""gut aufgehoben"" und kompetent beraten.<br />
Das Team um die Ärzte herum ist freundlich und immer nett.<br />
An diesen heißen Tagen in den letzten Wochen standen Glaskaraffen mit Wasser im Wartezimmer bereit. <br />
Kurze Wartezeit vor der Behandlung."
185343,185343,1.0,"Gute Aufklärung und geduldige Erläuterungen auf Nachfrage. 1,5 Std Zeit für uns genommen und sehr gründlich geschallt. <br />
Kein erhobener Zeigefinger wegen erhöhtem mütterlichen Alters, stattdessen Aufklärung über die Wahrscheinlichkeiten von Trisomie etc.<br />
Empfehlenswert. Sehr freundliche Sprechstundenhilfe  ( falls man die Berufsbezeichnung so nennt)"
344530,344530,1.0,"Die Praxis ist schön, ich fühle mich dort wohl. Das Personal ist sehr freundlich. Die Ärztin ist kompetent und kann sehr gut erklären und vor allem helfen"
20462,20462,1.0,"Ich bin seit Jahrzehnten bei Frau Dr. Leonhardt in Behandlung. Sie gibt nie auf und findet immer wieder das richtige ""Mittelchen"" um meine Hautprobleme in den Griff zu bekommen. Sie ist stets freundlich, hat immer ein persönliches Wort für den Patienten, nimmt sich die Zeit und geht auf dessen Probleme ein. Sie genießt mein volles Vertrauen - was für einen kranken Menschen oft schon der erste Schritt zur Heilung ist. Termine werden exakt eingehalten – ohne Wartezeit – wo gibt’s das heute noch ...<br />
Sie ist eine der letzten Hautärzte in Marzahn (und nicht nach Mitte abgewandert). Deshalb ist es schwer als neuer Patient einen Termin zu bekommen, da die Kapazität der Praxis erreicht ist.<br />
Eine Lanze muss ich noch für die sehr nette, aber auch konsequente Schwester der Praxis brechen – sie „schmeißt den ganzen Laden mit Bravour“ und hält damit Frau Dr. Leonhardt den Rücken frei."
311874,311874,1.0,Ich bin seit Kind an hier und rundum zufrieden. Besser gehts kaum
359801,359801,1.0,"Die Praxis DR.Wildi kann ich aus meiner Sicht unbedingt empfehlen.. Ich bin bei Frau Dr. Kunze seit einigen Jahren in Behandlung. Sie hat mein Problem exakt diagnostiziert und mir sehr erfolgreich bei meinen Hautproblemen  helfen können. Sie ist sehr kompetent und genau, ausführlich in ihren Erklärungen und hat einen freundlichen, angenehmen Kontakt zum Patienten.<br />
Meinem Bekanntenkreis empfehle ich Frau Dr. Kunze / Praxis Dr. Wildi immer als kompetente Ärztin.<br />
<br />
Unqualifizierte dumme Bewertungen für diese Arztpraxis sollte man nicht so ernst nehmen.<br />
Man gibt keine unfairen  Bewertungen ab, nur wenn es mit einem Termin nicht so klappt und das Personal an einem Tag mal nicht  freundlich ist. <br />
<br />
Wartezeiten bei Hautärzten sind in der Regel normal, auch in anderen Städten ist das so."
205315,205315,1.0,Das Team ist einfach klasse! Von der Praxis können sich einige niedergelassene Zahnärzte in Berlin eine große Scheibe abschneiden.
419985,419985,1.0,Ich war rundum sehr zufrieden.
